tripType,hotelName,Count,Type,Stars,English Name
SOLO,Khach San Khanh Hung,1,,,Khach San Khanh Hung
BUSINESS,Khách sạn Khánh Phương,1,Hotel,,Khanh Phuong Hotel
NONE,Khách sạn Kim Phát,1,Hotel,,Kim Phat Hotel
BUSINESS,Khách Sạn Kim Thái,1,Hotel,,Kim Thai Hotel
FAMILY,Khách sạn KP,1,Hotel,,KP Hotel
FRIENDS,Khách sạn KP,1,Hotel,,KP Hotel
FRIENDS,Khách sạn Lakeside 2,1,Hotel,,Lakeside 2 Hotel
COUPLES,Khach San Lam Hong,1,,,Lam Hong Hotel
COUPLES,Khách Sạn Long Bảo Châu,1,Hotel,,Long Bao Chau Hotel
FAMILY,Khách Sạn Long Bảo Châu,1,Hotel,,Long Bao Chau Hotel
COUPLES,Khách sạn Long Giang,1,Hotel,,Long Giang Hotel
FRIENDS,Khách sạn Long Giang,1,Hotel,,Long Giang Hotel
NONE,Khách Sạn Long Vũ,1,Hotel,,Long Vu Hotel
BUSINESS,Khách sạn Mai Sơn,1,Hotel,,Mai Son Hotel
NONE,Khách sạn Mai Sơn,1,Hotel,,Mai Son Hotel
FRIENDS,Khách sạn Mê Kong Mỹ Tho,1,Hotel,,Mekong My Tho Hotel
SOLO,Khách sạn Mê Kong Mỹ Tho,1,Hotel,,Mekong My Tho Hotel
FAMILY,Khách Sạn Minh Kiều,1,Hotel,,Minh Kieu Hotel
NONE,Khách Sạn Minh Kiều,1,Hotel,,Minh Kieu Hotel
COUPLES,Khách Sạn Minh Kiều 2,1,Hotel,,Minh Kieu 2 Hotel
FAMILY,Khách sạn Minh Quân,1,Hotel,,Minh Quan Hotel
FRIENDS,Khách Sạn Minh Quân,1,Hotel,,Minh Quan Hotel
SOLO,Khách sạn Minh Quân,1,Hotel,,Minh Quan Hotel
FRIENDS,Khách sạn Mộng Yến,1,Hotel,,Mong Yen Hotel
FAMILY,Khách sạn Mường Thanh Grand Hà Tĩnh,1,Hotel,4,Muong Thanh Grand Ha Tinh Hotel
FRIENDS,Khách sạn Mường Thanh Grand Hà Tĩnh,1,Hotel,4,Muong Thanh Grand Ha Tinh Hotel
BUSINESS,Khách sạn Mường Thanh Grand Hoàng Mai,1,Hotel,,Muong Thanh Grand Hoang Mai Hotel
COUPLES,Khách sạn Mường Thanh Grand Hoàng Mai,1,Hotel,,Muong Thanh Grand Hoang Mai Hotel
COUPLES,Khách sạn Mường Thanh Grand Quảng Nam,1,Hotel,,Muong Thanh Grand Quang Nam Hotel
FAMILY,Khách sạn Mường Thanh Grand Quảng Nam,1,Hotel,,Muong Thanh Grand Quang Nam Hotel
FRIENDS,Khách sạn Mường Thanh Grand Quảng Nam,1,Hotel,,Muong Thanh Grand Quang Nam Hotel
NONE,Khách sạn Mường Thanh Grand Quảng Nam,1,Hotel,,Muong Thanh Grand Quang Nam Hotel
COUPLES,Khách sạn Mường Thanh Grand Tuyên Quang,1,Hotel,,Muong Thanh Grand Tuyen Quang Hotel
FRIENDS,Khách sạn Mường Thanh Grand Tuyên Quang,1,Hotel,,Muong Thanh Grand Tuyen Quang Hotel
NONE,Khách sạn Mường Thanh Grand Tuyên Quang,1,Hotel,,Muong Thanh Grand Tuyen Quang Hotel
FRIENDS,Khách Sạn Mường Thanh Holiday Con Cuông,1,Hotel,,Muong Thanh Holiday Con Cuong Hotel
SOLO,Khách sạn Mường Thanh Lai Châu,1,Hotel,,Muong Thanh Lai Chau Hotel
COUPLES,Khách Sạn Mường Thanh Luxury Cà Mau,1,Hotel,,Muong Thanh Luxury Ca Mau Hotel
FRIENDS,Khách Sạn Mường Thanh Luxury Cà Mau,1,Hotel,,Muong Thanh Luxury Ca Mau Hotel
SOLO,Khách Sạn Mường Thanh Luxury Cà Mau,1,Hotel,,Muong Thanh Luxury Ca Mau Hotel
SOLO,Khách sạn Mường Thanh Luxury Hà Nam,1,Hotel,,Muong Thanh Luxury Ha Nam Hotel
SOLO,Khách Sạn Mỹ Lan,1,Hotel,,My Lan Hotel
BUSINESS,Khách Sạn Nam Cường Nam Định,1,Hotel,,Nam Cuong Nam Dinh Hotel
NONE,Khách Sạn Nam Cường Nam Định,1,Hotel,,Nam Cuong Nam Dinh Hotel
SOLO,Khách Sạn Nam Cường Nam Định,1,Hotel,,Nam Cuong Nam Dinh Hotel
FRIENDS,Khách Sạn Navy Cam Ranh,1,Hotel,,Navy Cam Ranh Hotel
SOLO,Khách Sạn Navy Cam Ranh,1,Hotel,,Navy Cam Ranh Hotel
COUPLES,Khách Sạn New Gold,1,Hotel,,New Gold Hotel
COUPLES,Khách Sạn Nghi Sơn,1,Hotel,,Nghi Son Hotel
FRIENDS,Khách Sạn Nghi Sơn,1,Hotel,,Nghi Son Hotel
NONE,Khách Sạn Nghi Sơn,1,Hotel,,Nghi Son Hotel
SOLO,Khách Sạn Nghi Sơn,1,Hotel,,Nghi Son Hotel
BUSINESS,Khách sạn Nghĩa Lộ,1,Hotel,,Nghia Lo Hotel
NONE,Khách sạn Nghĩa Lộ,1,Hotel,,Nghia Lo Hotel
SOLO,Khách sạn Nghĩa Lộ,1,Hotel,,Nghia Lo Hotel
FAMILY,Khách sạn Ngọc Hương,1,Hotel,,Ngoc Huong Hotel
COUPLES,Khách Sạn Ninh Chữ,1,Hotel,,Ninh Chu Hotel
BUSINESS,Khách sạn Núi Hoa,1,Hotel,,Hoa Mountain Hotel
BUSINESS,Khách Sạn Phadin,1,Hotel,,Phadin Hotel
COUPLES,Khách Sạn Phadin,1,Hotel,,Phadin Hotel
NONE,Khách Sạn Phadin,1,Hotel,,Phadin Hotel
SOLO,Khách sạn Phong Lan 1,1,Hotel,,Phong Lan Hotel 1
NONE,Khách Sạn Phú An,1,Hotel,,Phu An Hotel
BUSINESS,Khách Sạn Phụng Hưng,1,Hotel,,Phung Hung Hotel
FAMILY,Khách Sạn Phụng Hưng,1,Hotel,,Phung Hung Hotel
COUPLES,Khach san Phuong Anh,1,,,Phuong Anh Hotel
COUPLES,Khách Sạn Phượng Hoàng,1,Hotel,,Phuong Hoang Hotel
FRIENDS,Khách Sạn Phượng Hoàng,1,Hotel,,Phuong Hoang Hotel
FRIENDS,Khách sạn Quốc Tế,1,Hotel,,International hotel
FRIENDS,Khách sạn Quyết Thắng,1,Hotel,,Quyet Thang Hotel
FAMILY,Khách sạn Rạng Đông,1,Hotel,,Rang Dong Hotel
NONE,Khách sạn Rạng Đông,1,Hotel,,Rang Dong Hotel
BUSINESS,Khách sạn Royal Palace,1,Hotel,,Royal Palace Hotel
COUPLES,Khách sạn Royal Palace,1,Hotel,,Royal Palace Hotel
NONE,Khách sạn Royal Palace,1,Hotel,,Royal Palace Hotel
BUSINESS,Khách sạn Ruby,1,Hotel,,Ruby Hotel
BUSINESS,Khách sạn Ruby,1,Hotel,,Ruby Hotel
COUPLES,Khách sạn Ruby,1,Hotel,,Ruby Hotel
FAMILY,Khách sạn Ruby,1,Hotel,,Ruby Hotel
SOLO,Khách sạn Ruby,1,Hotel,,Ruby Hotel
NONE,Khách sạn Sài Gòn - Ninh Chữ,1,Hotel,,Saigon - Ninh Chu Hotel
SOLO,Khách sạn Sài Gòn - Ninh Chữ,1,Hotel,,Saigon - Ninh Chu Hotel
BUSINESS,Khách Sạn Saigon By Night Luxury,1,Hotel,,Saigon By Night Luxury Hotel
FAMILY,Khách Sạn Saigon By Night Luxury,1,Hotel,,Saigon By Night Luxury Hotel
NONE,Khách Sạn Saigon By Night Luxury,1,Hotel,,Saigon By Night Luxury Hotel
SOLO,Khách Sạn Saigon By Night Luxury,1,Hotel,,Saigon By Night Luxury Hotel
BUSINESS,Khách sạn Sao Xanh,1,Hotel,,Sao Xanh Hotel
SOLO,Khách sạn Sao Xanh,1,Hotel,,Sao Xanh Hotel
BUSINESS,Khách sạn Sao Xanh 3,1,Hotel,,Sao Xanh Hotel 3
COUPLES,Khách sạn Sao Xanh 3,1,Hotel,,Sao Xanh Hotel 3
COUPLES,Khách Sạn Satraco Royal,1,Hotel,,Satraco Royal Hotel
NONE,Khách sạn Seaview Long Hải,1,Hotel,,Seaview Long Hai Hotel
COUPLES,Khách sạn Seri,1,Hotel,,Seri Hotel
FAMILY,Khách sạn Seri,1,Hotel,,Seri Hotel
FRIENDS,Khách sạn Seri,1,Hotel,,Seri Hotel
FRIENDS,Khách sạn Sunrise,1,Hotel,,Sunrise Hotel
NONE,Khách sạn Sunrise,1,Hotel,,Sunrise Hotel
FAMILY,Khách sạn Tân Hoàng Mão,1,Hotel,,Tan Hoang Mao Hotel
FRIENDS,Khách sạn Tân Hoàng Mão,1,Hotel,,Tan Hoang Mao Hotel
COUPLES,Khách Sạn Thái Bình Cam Ranh,1,Hotel,,Thai Binh Cam Ranh Hotel
FAMILY,Khách sạn Thanh Bình,1,Hotel,,Thanh Binh Hotel
COUPLES,Khách Sạn Thành Công,1,Hotel,,Thanh Cong Hotel
FAMILY,Khách Sạn Thành Công,1,Hotel,,Thanh Cong Hotel
SOLO,Khách Sạn Thành Công,1,Hotel,,Thanh Cong Hotel
COUPLES,Khách sạn Thành Đạt,1,Hotel,,Thanh Dat Hotel
NONE,Khách Sạn Thành Thu 1,1,Hotel,,Thanh Thu Hotel 1
FRIENDS,Khách Sạn Thanh Trà,1,Hotel,,Thanh Tra Hotel
NONE,Khách Sạn Thanh Trà,1,Hotel,,Thanh Tra Hotel
SOLO,Khách Sạn Thanh Trà,1,Hotel,,Thanh Tra Hotel
NONE,Khách Sạn The Mira Central Park,1,Hotel,,The Mira Central Park Hotel
SOLO,Khách Sạn The Mira Central Park,1,Hotel,,The Mira Central Park Hotel
SOLO,Khách sạn Tỉnh Đồng Tháp,1,Hotel,,Dong Thap Province Hotel
COUPLES,Khách Sạn Trần Vinh,1,Hotel,,Tran Vinh Hotel
FRIENDS,Khách Sạn Trang Châu,1,Hotel,,Trang Chau Hotel
BUSINESS,Khách Sạn Trường Thành HNA,1,Hotel,,HNA Truong Thanh Hotel
FRIENDS,Khách Sạn Trường Thành HNA,1,Hotel,,HNA Truong Thanh Hotel
BUSINESS,Khách sạn Ủy Ban Nhân Dân Sơn La,1,Hotel,,Son La People's Committee Hotel
BUSINESS,Khách sạn ven sông Bàn Thạch,1,Hotel,,Ban Thach riverside hotel
FAMILY,Khách sạn ven sông Bàn Thạch,1,Hotel,,Ban Thach riverside hotel
FAMILY,Khách sạn ven sông Sông Lam,1,Hotel,,Song Lam riverside hotel
FRIENDS,Khách sạn Vị Hoàng,1,Hotel,,Vi Hoang Hotel
NONE,Khách sạn Vị Hoàng,1,Hotel,,Vi Hoang Hotel
SOLO,Khách sạn Vị Hoàng,1,Hotel,,Vi Hoang Hotel
FRIENDS,Khách Sạn Vi's Boutique,1,Hotel,,Vi's Boutique Hotel
FAMILY,Khách Sạn White Sand Cam Ranh,1,Hotel,,White Sand Hotel Cam Ranh
FRIENDS,Khách Sạn White Sand Cam Ranh,1,Hotel,,White Sand Hotel Cam Ranh
FAMILY,Khách sạn Xanh Hà ACB,1,Hotel,,Green Ha ACB Hotel
COUPLES,Khách sạn Xuân Mai,1,Hotel,,Xuan Mai Hotel
FAMILY,Khu du lịch sinh thái Him Lam,1,Homestay / Farmstay / House / Lodge / Eco,,Him Lam eco-tourism area
FAMILY,Khu nghỉ dưỡng & Khách sạn Sài Gòn Hồ Cốc,1,Hotel,,Saigon Ho Coc Resort & Hotel
FRIENDS,Khu nghỉ dưỡng & Khách sạn Sài Gòn Hồ Cốc,1,Hotel,,Saigon Ho Coc Resort & Hotel
NONE,Khu nghỉ dưỡng & Khách sạn Sài Gòn Hồ Cốc,1,Hotel,,Saigon Ho Coc Resort & Hotel
SOLO,Khu nghỉ dưỡng & Spa Bãi biển Tropicana,1,Resort,,Tropicana Beach Resort & Spa
BUSINESS,Khu nghỉ dưỡng & Spa Golden Peak,1,Resort,,Golden Peak Resort & Spa
FRIENDS,Khu nghỉ dưỡng & Spa Golden Peak,1,Resort,,Golden Peak Resort & Spa
NONE,Khu nghỉ dưỡng & Spa Golden Peak,1,Resort,,Golden Peak Resort & Spa
FAMILY,Khu nghỉ dưỡng công viên Suối Mơ,1,Resort,,Suoi Mo Park Resort
FAMILY,Khu nghỉ dưỡng Phương Nam,1,Resort,,Phuong Nam Resort
FAMILY,Khu nghỉ dưỡng Sepon Boutique,1,Resort,,Sepon Boutique Resort
FRIENDS,Khu nghỉ dưỡng Sepon Boutique,1,Resort,,Sepon Boutique Resort
NONE,Khu nghỉ dưỡng Sepon Boutique,1,Resort,,Sepon Boutique Resort
SOLO,Khu nghỉ dưỡng Sepon Boutique,1,Resort,,Sepon Boutique Resort
SOLO,Khu nghỉ dưỡng sinh thái Mekong Ecolodge,1,Homestay / Farmstay / House / Lodge / Eco,,Mekong Ecolodge ecological resort
NONE,Khu Nghỉ Dưỡng Yến Bay Ngọc Sương,1,Resort,,Yen Bay Ngoc Suong Resort
SOLO,Khu Nghỉ Dưỡng Yến Bay Ngọc Sương,1,Resort,,Yen Bay Ngoc Suong Resort
BUSINESS,Kiki Coconut Beach Resort,1,Resort,,Kiki Coconut Beach Resort
NONE,Kiki Coconut Beach Resort,1,Resort,,Kiki Coconut Beach Resort
COUPLES,Kim Anh Hotel,1,Hotel,,Kim Anh Hotel
FAMILY,Kim Bang Hotel,1,Hotel,,Kim Bang Hotel
FRIENDS,Kim Bang Hotel,1,Hotel,,Kim Bang Hotel
NONE,Kim Bang Hotel,1,Hotel,,Kim Bang Hotel
SOLO,Kim Bang Hotel,1,Hotel,,Kim Bang Hotel
NONE,Kim Co Hotel 2,1,Hotel,,Kim Co Hotel 2
FRIENDS,Kim Quang Guesthouse,1,Guesthouse / Hostel,,Kim Quang Guesthouse
SOLO,Kim Sang Guesthouse,1,Guesthouse / Hostel,,Kim Sang Guesthouse
COUPLES,Kim Son Hotel,1,Hotel,,Kim Son Hotel
FRIENDS,King Hotel,1,Hotel,,King Hotel
FRIENDS,Kingo Retreat Resort Phu Quoc,1,Resort,,Kingo Retreat Resort Phu Quoc
SOLO,Kontum Home Sweet Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Kontum Home Sweet Homestay
SOLO,La Casa Resort,1,Resort,,The House Resort
COUPLES,La La Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,La La Homestay
BUSINESS,Laguna Park Townhouses,1,,,Laguna Park Townhouses
FRIENDS,Laguna Park Townhouses,1,,,Laguna Park Townhouses
FRIENDS,Lakeside Dailai Hotel,1,Hotel,,Lakeside Dailai Hotel
SOLO,Lakeside Dailai Hotel,1,Hotel,,Lakeside Dailai Hotel
NONE,Lamien Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Lamien Lodge
COUPLES,Lan Anh Hotel,1,Hotel,,Lan Anh Hotel
FRIENDS,Lang Co Resort,1,Resort,,Lang Co Resort
FAMILY,Làng Du Lịch Mỹ Khanh,1,,,My Khanh Tourist Village
NONE,Làng Du Lịch Mỹ Khanh,1,,,My Khanh Tourist Village
NONE,Langbiang Art Station,1,,,Langbiang Art Station
SOLO,Langchia Nam du Resort,1,Resort,,Langchia Nam du Resort
SOLO,Lapantan Paradise,1,,,Lapanta Paradise
FRIENDS,Lara Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Lara Homestay
SOLO,Lau Thu Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Lau Thu Homestay
NONE,Lazi Beach Resort & Spa,1,Resort,,Lazi Beach Resort & Spa
BUSINESS,Le Champ Tú Lệ Resort Hot Spring & Spa,1,Resort,,Le Champ Tu Le Resort Hot Spring & Spa
SOLO,Le Dung Hotel,1,Hotel,,Le Dung Hotel
FRIENDS,Le Minh Hotel,1,Hotel,,Le Minh Hotel
NONE,Le Plateau Hostel,1,Guesthouse / Hostel,,Le Plateau Hostel
COUPLES,Lesco Resort,1,Resort,,Lesco Resort
FRIENDS,Lesco Resort,1,Resort,,Lesco Resort
BUSINESS,Li Lai International Hotel,1,Hotel,,Li Lai International Hotel
FAMILY,Lien Do Star Hotel,1,Hotel,,Lien Do Star Hotel
SOLO,Lien Do Star Hotel,1,Hotel,,Lien Do Star Hotel
FRIENDS,Lien Huong Hotel,1,Hotel,,Lien Huong Hotel
NONE,Lien Thong Hotel,1,Hotel,,Lien Thong Hotel
NONE,Little Yen's Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Little Yen's Homestay
COUPLES,Loc Mai My Tho Hotel,1,Hotel,,Place Mai My Tho Hotel
SOLO,Loc Mai My Tho Hotel,1,Hotel,,Place Mai My Tho Hotel
FRIENDS,Long Chau Hotel,1,Hotel,,Long Chau Hotel
BUSINESS,Long Hai Beach Resort,1,Resort,,Long Hai Beach Resort
NONE,Long Hai Beach Resort,1,Resort,,Long Hai Beach Resort
FRIENDS,Long Xuyen Hotel,1,Hotel,,Long Xuyen Hotel
COUPLES,Longhai Channel Beach Resort,1,Resort,,Longhai Channel Beach Resort
FAMILY,Longhai Channel Beach Resort,1,Resort,,Longhai Channel Beach Resort
NONE,Lotus Resort,1,Resort,,Lotus Resort
FAMILY,Lucky Homes,1,Homestay / Farmstay / House / Lodge / Eco,,Lucky Homes
FRIENDS,Lucky Homes,1,Homestay / Farmstay / House / Lodge / Eco,,Lucky Homes
BUSINESS,Lucky Spot Beach Bungalow,1,Bungalow / Villa / Retreat,,Lucky Spot Beach Bungalow
NONE,Lucky Spot Beach Bungalow,1,Bungalow / Villa / Retreat,,Lucky Spot Beach Bungalow
FRIENDS,Ly Danh Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Ly Danh Homestay
FRIENDS,Ly Son Pearl Island Hotel & Resort,1,Resort,,Ly Son Pearl Island Hotel & Resort
FRIENDS,LY Tri Motel,1,,,LY Tri Motel
COUPLES,M Hotel,1,Hotel,,M Hotel
SOLO,M Hotel,1,Hotel,,M Hotel
BUSINESS,Mai Châu Mountain View Resort,1,Resort,,Mai Chau Mountain View Resort
FAMILY,Mai Châu Mountain View Resort,1,Resort,,Mai Chau Mountain View Resort
NONE,Mai Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Mai Homestay
SOLO,Mai Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Mai Homestay
SOLO,Mai Khanh Hotel,1,Hotel,,Mai Khanh Hotel
FAMILY,Mai's House Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Mai's House Homestay
BUSINESS,Maia Resort Quy Nhon,1,Resort,,Maia Resort Quy Nhon
SOLO,Maia Resort Quy Nhon,1,Resort,,Maia Resort Quy Nhon
FRIENDS,Maison en Bambou Phong -Le Vent,1,,,Bamboo House Phong -Le Vent
FRIENDS,Maldives Resort Co To,1,Resort,,Maldives Resort Co To
BUSINESS,Mango Home Riverside,1,Hotel,3,Mango Home Riverside
BUSINESS,Mạnh Quân Luxury Hotel,1,Hotel,,Manh Quan Luxury Hotel
NONE,Mạnh Quân Luxury Hotel,1,Hotel,,Manh Quan Luxury Hotel
COUPLES,Mảy Linh Homestay Bản Giốc Waterfall,1,Homestay / Farmstay / House / Lodge / Eco,,May Linh Homestay Ban Gioc Waterfall
SOLO,Mảy Linh Homestay Bản Giốc Waterfall,1,Homestay / Farmstay / House / Lodge / Eco,,May Linh Homestay Ban Gioc Waterfall
BUSINESS,Mekong Cycle Rest,1,,,Mekong Cycle Rest
SOLO,Mekong Cycle Rest,1,,,Mekong Cycle Rest
NONE,Mekong Floating House,1,Homestay / Farmstay / House / Lodge / Eco,,Mekong Floating House
BUSINESS,Mekong Home,1,Homestay / Farmstay / House / Lodge / Eco,,Mekong Home
SOLO,Mekong Home,1,Homestay / Farmstay / House / Lodge / Eco,,Mekong Home
NONE,Mekong Resort & Reststop,1,Resort,,Mekong Resort & Reststop
FAMILY,Mekong Riverside Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Mekong Riverside Homestay
FRIENDS,Mekong Riverside Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Mekong Riverside Homestay
NONE,Mekong Riverside Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Mekong Riverside Homestay
COUPLES,Mela Hotel,1,Hotel,,Mela Hotel
FRIENDS,Mela Hotel,1,Hotel,,Mela Hotel
SOLO,Mela Hotel,1,Hotel,,Mela Hotel
NONE,Meliá Vinpearl Phu Ly,1,Hotel,,Meliá Vinpearl Phu Ly
FRIENDS,Meo Vac O'Chau Boutique Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Meo Vac O'Chau Boutique Homestay
FAMILY,Mia Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Mia Homestay
NONE,Miitary Guesthouse 298,1,Guesthouse / Hostel,,Miitary Guesthouse 298
FRIENDS,Milk Milk Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Milk Milk Homestay
NONE,Milk Milk Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Milk Milk Homestay
COUPLES,Minera Hot Springs Binh Chau,1,,,Minera Hot Springs Binh Chau
FRIENDS,Minera Hot Springs Binh Chau,1,,,Minera Hot Springs Binh Chau
SOLO,Minh Chau Pearl Hotel & Spa,1,Hotel,,Minh Chau Pearl Hotel & Spa
BUSINESS,Minh Đạm Hotel,1,Hotel,,Minh Dam Hotel
COUPLES,Minh Khang Homestay Bản Giốc Ngườm Ngao,1,Homestay / Farmstay / House / Lodge / Eco,,Minh Khang Homestay Ban Gioc Nguom Ngao
FRIENDS,Minh Ngoc Motel,1,,,Minh Ngoc Motel
SOLO,Minh Nhung Hotel,1,Hotel,,Minh Nhung Hotel
BUSINESS,Minh Phuong Hotel,1,Hotel,,Minh Phuong Hotel
FRIENDS,Minh Son Hotel,1,Hotel,,Minh Son Hotel
NONE,Minh Tai Hotel,1,Hotel,,Minh Tai Hotel
NONE,Moc Chau Cottage Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Moc Chau Cottage Homestay
COUPLES,Mông Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Butt Lodge
NONE,Motel Phung Thanh,1,,,Motel Phung Thanh
COUPLES,Motorvina's Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Motorvina's Homestay
NONE,Motorvina's Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Motorvina's Homestay
BUSINESS,Mövenpick Resort Cam Ranh,1,Resort,,Mövenpick Resort Cam Ranh
FAMILY,Mr Hung Guesthouse,1,Guesthouse / Hostel,,Mr Hung Guesthouse
SOLO,Mr Hung Hotel,1,Hotel,,Mr Hung Hotel
BUSINESS,Mr Linh's Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Mr Linh's Homestay
COUPLES,Mu Cang Chai Eco Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Mu Cang Chai Eco Lodge
FAMILY,Mu Cang Chai Eco Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Mu Cang Chai Eco Lodge
SOLO,Mu Cang Chai Eco Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Mu Cang Chai Eco Lodge
COUPLES,Mu Cang Chai Ecolodge,1,Homestay / Farmstay / House / Lodge / Eco,,Mu Cang Chai Ecolodge
SOLO,Mu Cang Chai Ecolodge,1,Homestay / Farmstay / House / Lodge / Eco,,Mu Cang Chai Ecolodge
FAMILY,Mucangchai Ecolodge,1,Homestay / Farmstay / House / Lodge / Eco,,Mucangchai Ecolodge
SOLO,Muong Thanh Luxury Dien Lam,1,,,Muong Thanh Luxury Dien Lam
SOLO,Muong Thanh Luxury Lang Son Hotel,1,Hotel,,Muong Thanh Luxury Lang Son Hotel
FRIENDS,Muong Thanh Luxury Phu Tho Hotel,1,Hotel,,Muong Thanh Luxury Phu Tho Hotel
COUPLES,Mường Thanh Luxury Sơn La Hotel,1,Hotel,,Muong Thanh Luxury Son La Hotel
FRIENDS,Mường Thanh Luxury Sơn La Hotel,1,Hotel,,Muong Thanh Luxury Son La Hotel
SOLO,Mường Thanh Luxury Sơn La Hotel,1,Hotel,,Muong Thanh Luxury Son La Hotel
NONE,Muong Tra Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Muong Tra Homestay
FAMILY,Muong Village Ninh Binh,1,Resort,,Muong Village Ninh Binh
SOLO,My Dinh Hotel,1,Hotel,,My Dinh Hotel
COUPLES,My Khe Hotel,1,Hotel,,My Khe Hotel
FAMILY,My Khe Hotel,1,Hotel,,My Khe Hotel
FRIENDS,My Tra Riverside Hotel,1,Hotel,,My Tra Riverside Hotel
NONE,My Tra Riverside Hotel,1,Hotel,,My Tra Riverside Hotel
SOLO,Myle Resort,1,Resort,,Myle Resort
FAMILY,Nam A Hotel,1,Hotel,,Nam A Hotel
FRIENDS,Nam Binh Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Nam Binh Homestay
SOLO,Nam Binh Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Nam Binh Homestay
FRIENDS,Nam Cat Tien Information Centre Lodge,1,Homestay / Farmstay / House / Lodge / Eco,,Nam Cat Tien Information Centre Lodge
FAMILY,Nam Dam Homestay Bao Loc,1,Homestay / Farmstay / House / Lodge / Eco,,Nam Dam Homestay Bao Loc
COUPLES,Nam Pe homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Nam Pe homestay
FAMILY,Nam Phong Guest House,1,Guesthouse / Hostel,,Nam Phong Guest House
SOLO,Nam Phong Guest House,1,Guesthouse / Hostel,,Nam Phong Guest House
COUPLES,Nam Phong Hotel,1,Hotel,,Nam Phong Hotel
NONE,Nam Rom Hotel,1,Hotel,,Nam Rom Hotel
FAMILY,Nam Thanh Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Nam Thanh Homestay
COUPLES,Nam Thi Holiday Home,1,Homestay / Farmstay / House / Lodge / Eco,,Nam Thi Holiday Home
NONE,Nam Thi Holiday Home,1,Homestay / Farmstay / House / Lodge / Eco,,Nam Thi Holiday Home
NONE,Nano Eco-Hostel,1,Guesthouse / Hostel,,Nano Eco-Hostel
COUPLES,"Neverland De Papillons - Country Cottage in Sa Dec, Mekong Delta",1,,,"Neverland De Papillons - Country Cottage in Sa Dec, Mekong Delta"
NONE,"Neverland De Papillons - Country Cottage in Sa Dec, Mekong Delta",1,,,"Neverland De Papillons - Country Cottage in Sa Dec, Mekong Delta"
FRIENDS,New City Hotel,1,Hotel,,New City Hotel
NONE,New Era Hostel,1,Guesthouse / Hostel,,New Era Hostel
SOLO,New World Phu Quoc Resort,1,Resort,,New World Phu Quoc Resort
FRIENDS,Newway Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Newway Homestay
COUPLES,Ngan Ha Hotel,1,Hotel,,Ngan Ha Hotel
FAMILY,Ngoc Phuong Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Ngoc Phuong Homestay
FAMILY,Ngoc Phuong Hotel,1,Hotel,,Ngoc Phuong Hotel
FAMILY,Ngoc Thu Hotel,1,Hotel,,Ngoc Thu Hotel
BUSINESS,Nguyen Shack - Phong Nha,1,Bungalow / Villa / Retreat,,Nguyen Shack - Phong Nha
FAMILY,Nguyen Shack - Phong Nha,1,Bungalow / Villa / Retreat,,Nguyen Shack - Phong Nha
COUPLES,Nguyệt Quế Homestay,1,Homestay / Farmstay / House / Lodge / Eco,,Nguyet Que Homestay
NONE,Nha Hang & Khach San Tay Bac,1,,,Tay Bac Restaurant & Hotel
BUSINESS,Nhà Khách Hào Gia,1,Guesthouse / Hostel,,Hao Gia Guest House
COUPLES,Nhà Khách Hào Gia,1,Guesthouse / Hostel,,Hao Gia Guest House
NONE,Nhà khách Suối Mơ,1,Guesthouse / Hostel,,Suoi Mo Guest House
SOLO,Nhà khách Suối Mơ,1,Guesthouse / Hostel,,Suoi Mo Guest House
COUPLES,Nha Khach Tien Giang Hotel,1,Hotel,,Nha Khach Tien Giang Hotel
